instance,run,agent,publications,consultations,shared_reads,best_fitness,best_time_seconds
cubic_1800.txt,7,HHO,2,8,8,1607.000000000,18.611999989
cubic_1800.txt,8,ACO,27,43,43,1576.000000000,27.517999887
cubic_1800.txt,8,Tabu Search,4,80,79,1988.000000000,0.200999975
cubic_1800.txt,8,RVNS,8,80,79,1984.000000000,0.220999956
cubic_1800.txt,8,HHO,3,8,8,1604.000000000,23.120999813
cubic_1800.txt,9,ACO,22,44,44,1576.000000000,22.739000082
cubic_1800.txt,9,Tabu Search,7,80,79,1987.000000000,0.022000074
cubic_1800.txt,9,RVNS,6,80,79,1985.000000000,0.044000149
cubic_1800.txt,9,HHO,3,8,8,1594.000000000,13.284000158
cubic_1800.txt,10,ACO,24,43,43,1571.000000000,39.212999821
cubic_1800.txt,10,Tabu Search,6,80,79,1969.000000000,0.098999977
cubic_1800.txt,10,RVNS,4,80,79,1972.000000000,0.077999830
cubic_1800.txt,10,HHO,4,8,8,1571.000000000,17.536999941
cubic_1900.txt,1,ACO,25,44,44,1664.000000000,30.730000019
cubic_1900.txt,1,Tabu Search,6,80,79,2084.000000000,0.081000090
cubic_1900.txt,1,RVNS,7,80,79,2081.000000000,0.065000057
cubic_1900.txt,1,HHO,2,8,8,1664.000000000,8.457000017
cubic_1900.txt,2,ACO,19,45,45,1658.000000000,33.912999868
cubic_1900.txt,2,Tabu Search,5,80,79,2120.000000000,0.042999983
cubic_1900.txt,2,RVNS,7,80,79,2119.000000000,0.126999855
cubic_1900.txt,2,HHO,3,8,8,1676.000000000,24.101999998
cubic_1900.txt,3,ACO,16,44,44,1672.000000000,28.178999901
cubic_1900.txt,3,Tabu Search,6,80,79,2120.000000000,0.149999857
cubic_1900.txt,3,RVNS,9,80,79,2119.000000000,0.136999846
cubic_1900.txt,3,HHO,4,8,8,1669.000000000,40.996999979
cubic_1900.txt,4,ACO,19,45,45,1659.000000000,19.345999956
cubic_1900.txt,4,Tabu Search,6,80,79,2094.000000000,0.103000164
cubic_1900.txt,4,RVNS,10,80,79,2093.000000000,0.177999973
cubic_1900.txt,4,HHO,3,8,8,1673.000000000,4.113000154
cubic_1900.txt,5,ACO,15,44,44,1663.000000000,9.368000031
cubic_1900.txt,5,Tabu Search,4,80,79,2076.000000000,0.030999899
cubic_1900.txt,5,RVNS,8,80,79,2075.000000000,0.030999899
cubic_1900.txt,5,HHO,2,8,8,1676.000000000,4.431999922
cubic_1900.txt,6,ACO,20,44,44,1652.000000000,35.902999878
cubic_1900.txt,6,Tabu Search,7,80,79,2113.000000000,0.161999941
cubic_1900.txt,6,RVNS,7,80,79,2112.000000000,0.202999830
cubic_1900.txt,6,HHO,3,8,8,1663.000000000,9.151999950
cubic_1900.txt,7,ACO,17,44,44,1668.000000000,10.720000029
cubic_1900.txt,7,Tabu Search,6,80,79,2119.000000000,0.073999882
cubic_1900.txt,7,RVNS,5,80,79,2118.000000000,0.103999853
cubic_1900.txt,7,HHO,4,8,8,1667.000000000,4.404999971
cubic_1900.txt,8,ACO,18,45,45,1653.000000000,31.095000029
cubic_1900.txt,8,Tabu Search,8,80,79,2069.000000000,0.125999928
cubic_1900.txt,8,RVNS,6,80,79,2071.000000000,0.075000048
cubic_1900.txt,8,HHO,4,8,8,1666.000000000,41.746999979
cubic_1900.txt,9,ACO,14,45,45,1681.000000000,13.983999968
cubic_1900.txt,9,Tabu Search,8,80,79,2081.000000000,0.112999916
cubic_1900.txt,9,RVNS,5,80,79,2080.000000000,0.157000065
cubic_1900.txt,9,HHO,3,8,8,1672.000000000,8.279999971
cubic_1900.txt,10,ACO,24,44,44,1660.000000000,18.029000044
cubic_1900.txt,10,Tabu Search,6,80,79,2100.000000000,0.062999964
cubic_1900.txt,10,RVNS,7,80,79,2103.000000000,0.014000177
cubic_1900.txt,10,HHO,3,8,8,1701.000000000,4.476000071
cubic_200.txt,1,ACO,5,10,10,174.000000000,5.000999928
cubic_200.txt,1,Tabu Search,4,80,79,221.000000000,0.005999804
cubic_200.txt,1,RVNS,2,80,79,221.000000000,0.006999969
cubic_200.txt,1,HHO,8,8,8,172.000000000,3.969999790
cubic_200.txt,2,ACO,7,10,10,175.000000000,4.261000156
cubic_200.txt,2,Tabu Search,1,80,79,228.000000000,0.002000093
cubic_200.txt,2,RVNS,3,80,79,228.000000000,0.003999949
cubic_200.txt,2,HHO,6,8,8,170.000000000,4.080000162
cubic_200.txt,3,ACO,5,10,10,168.000000000,7.657999992
cubic_200.txt,3,Tabu Search,1,80,79,224.000000000,0.002000093
cubic_200.txt,3,RVNS,4,80,79,224.000000000,0.003000021
cubic_200.txt,3,HHO,5,8,8,175.000000000,3.128000021
cubic_200.txt,4,ACO,6,10,10,168.000000000,3.723000050
cubic_200.txt,4,Tabu Search,1,80,79,226.000000000,0.006000042
cubic_200.txt,4,RVNS,4,80,79,226.000000000,0.003000021
cubic_200.txt,4,HHO,5,8,8,166.000000000,6.842000008
cubic_200.txt,5,ACO,5,10,10,173.000000000,3.733000040
cubic_200.txt,5,Tabu Search,5,80,79,209.000000000,0.006999969
cubic_200.txt,5,RVNS,3,80,79,209.000000000,0.019999981
cubic_200.txt,5,HHO,5,8,8,174.000000000,3.233999968
cubic_200.txt,6,ACO,4,10,10,169.000000000,3.915999889
cubic_200.txt,6,Tabu Search,1,80,79,223.000000000,0.001999855
cubic_200.txt,6,RVNS,4,80,79,223.000000000,0.004999876
cubic_200.txt,6,HHO,6,8,8,166.000000000,0.718999863
cubic_200.txt,7,ACO,5,10,10,176.000000000,1.445999861
cubic_200.txt,7,Tabu Search,4,80,79,218.000000000,0.003999949
cubic_200.txt,7,RVNS,3,80,79,218.000000000,0.004999876
cubic_200.txt,7,HHO,3,8,8,175.000000000,3.161000013
cubic_200.txt,8,ACO,8,10,10,170.000000000,7.281999826
cubic_200.txt,8,Tabu Search,2,80,79,230.000000000,0.005999804
cubic_200.txt,8,RVNS,1,80,79,230.000000000,0.003999949
cubic_200.txt,8,HHO,4,8,8,173.000000000,4.391999960
cubic_200.txt,9,ACO,2,10,10,175.000000000,2.920000076
cubic_200.txt,9,Tabu Search,3,80,79,214.000000000,0.003999949
cubic_200.txt,9,RVNS,3,80,79,214.000000000,0.003999949
cubic_200.txt,9,HHO,6,8,8,175.000000000,2.272000074
cubic_200.txt,10,ACO,7,10,10,167.000000000,6.072000027
cubic_200.txt,10,Tabu Search,1,80,79,221.000000000,0.016000032
cubic_200.txt,10,RVNS,5,80,79,221.000000000,0.013999939
cubic_200.txt,10,HHO,3,8,8,176.000000000,1.628000021
cubic_2000.txt,1,ACO,27,45,45,1736.000000000,31.401000023
cubic_2000.txt,1,Tabu Search,5,80,79,2257.000000000,0.013000011
cubic_2000.txt,1,RVNS,6,80,79,2256.000000000,0.128999949
cubic_2000.txt,1,HHO,2,8,8,1774.000000000,8.824000120
cubic_2000.txt,2,ACO,27,46,46,1730.000000000,39.710999966
cubic_2000.txt,2,Tabu Search,4,80,79,2186.000000000,0.082000017
cubic_2000.txt,2,RVNS,8,80,79,2185.000000000,0.062999964
cubic_2000.txt,2,HHO,4,8,8,1769.000000000,25.624000072
cubic_2000.txt,3,ACO,18,47,47,1736.000000000,23.136999846
cubic_2000.txt,3,Tabu Search,9,80,79,2208.000000000,0.033999920
cubic_2000.txt,3,RVNS,6,80,79,2205.000000000,0.047999859
cubic_2000.txt,3,HHO,4,8,8,1738.000000000,4.948999882
cubic_2000.txt,4,ACO,19,46,46,1743.000000000,42.430000067
cubic_2000.txt,4,Tabu Search,6,80,79,2169.000000000,0.034000158
cubic_2000.txt,4,RVNS,5,80,79,2171.000000000,0.038000107
cubic_2000.txt,4,HHO,1,8,8,1757.000000000,25.483999968
cubic_2000.txt,5,ACO,22,47,47,1746.000000000,43.261000156
cubic_2000.txt,5,Tabu Search,4,80,79,2181.000000000,0.132000208
cubic_2000.txt,5,RVNS,7,80,79,2182.000000000,0.011000156
cubic_2000.txt,5,HHO,3,8,8,1760.000000000,43.320000172
cubic_2000.txt,6,ACO,25,46,46,1748.000000000,29.967000008
cubic_2000.txt,6,Tabu Search,6,80,79,2219.000000000,0.135999918
cubic_2000.txt,6,RVNS,6,80,79,2219.000000000,0.088999987
cubic_2000.txt,6,HHO,4,8,8,1769.000000000,19.427999973
cubic_2000.txt,7,ACO,17,47,47,1749.000000000,26.052000046
cubic_2000.txt,7,Tabu Search,8,80,79,2192.000000000,0.068000078
cubic_2000.txt,7,RVNS,4,80,79,2192.000000000,0.170000076
cubic_2000.txt,7,HHO,4,8,8,1759.000000000,20.318000078
cubic_2000.txt,8,ACO,26,46,46,1747.000000000,40.496999979
cubic_2000.txt,8,Tabu Search,5,80,79,2197.000000000,0.059999943
cubic_2000.txt,8,RVNS,7,80,79,2199.000000000,0.044000149
cubic_2000.txt,8,HHO,3,8,8,1749.000000000,14.082999945
cubic_2000.txt,9,ACO,27,46,46,1744.000000000,39.382999897
cubic_2000.txt,9,Tabu Search,8,80,79,2213.000000000,0.047999859
cubic_2000.txt,9,RVNS,6,80,79,2211.000000000,0.148000002
cubic_2000.txt,9,HHO,2,8,8,1768.000000000,31.085999966
cubic_2000.txt,10,ACO,20,46,46,1741.000000000,25.301000118
cubic_2000.txt,10,Tabu Search,4,80,79,2221.000000000,0.184000015
cubic_2000.txt,10,RVNS,7,80,79,2219.000000000,0.039000034
cubic_2000.txt,10,HHO,3,8,8,1765.000000000,30.585000038
cubic_2100.txt,1,ACO,23,48,48,1851.000000000,46.403000116
cubic_2100.txt,1,Tabu Search,7,80,79,2290.000000000,0.073000193
cubic_2100.txt,1,RVNS,4,80,79,2290.000000000,0.041000128
cubic_2100.txt,1,HHO,5,8,8,1858.000000000,27.642000198
cubic_2100.txt,2,ACO,24,47,47,1837.000000000,43.713000059
cubic_2100.txt,2,Tabu Search,9,80,79,2311.000000000,0.138999939
cubic_2100.txt,2,RVNS,4,80,79,2314.000000000,0.035000086
cubic_2100.txt,2,HHO,2,8,8,1858.000000000,26.393000126
cubic_2100.txt,3,ACO,21,48,48,1834.000000000,42.638000011
cubic_2100.txt,3,Tabu Search,4,80,79,2321.000000000,0.022000074
cubic_2100.txt,3,RVNS,6,80,79,2320.000000000,0.036000013
cubic_2100.txt,3,HHO,5,8,8,1835.000000000,9.752000093
cubic_2100.txt,4,ACO,21,48,48,1836.000000000,43.598000050
cubic_2100.txt,4,Tabu Search,6,80,79,2350.000000000,0.124000072
cubic_2100.txt,4,RVNS,6,80,79,2349.000000000,0.007000208
cubic_2100.txt,4,HHO,2,8,8,1858.000000000,26.382000208
cubic_2100.txt,5,ACO,23,48,48,1834.000000000,27.215999842
cubic_2100.txt,5,Tabu Search,6,80,79,2291.000000000,0.047999859
cubic_2100.txt,5,RVNS,7,80,79,2292.000000000,0.046000004
cubic_2100.txt,5,HHO,4,8,8,1844.000000000,21.405999899
cubic_2100.txt,6,ACO,19,48,48,1836.000000000,25.101999998
cubic_2100.txt,6,Tabu Search,5,80,79,2317.000000000,0.235999823
cubic_2100.txt,6,RVNS,7,80,79,2317.000000000,0.077999830
cubic_2100.txt,6,HHO,2,8,8,1866.000000000,9.878999949
cubic_2100.txt,7,ACO,30,48,48,1830.000000000,40.145999908
cubic_2100.txt,7,Tabu Search,8,80,79,2321.000000000,0.134999990
cubic_2100.txt,7,RVNS,7,80,79,2320.000000000,0.103999853
cubic_2100.txt,7,HHO,5,8,8,1860.000000000,26.792999983
cubic_2100.txt,8,ACO,22,47,47,1829.000000000,40.606999874
cubic_2100.txt,8,Tabu Search,5,80,79,2327.000000000,0.026000023
cubic_2100.txt,8,RVNS,7,80,79,2324.000000000,0.108999968
cubic_2100.txt,8,HHO,2,8,8,1853.000000000,39.178999901
cubic_2100.txt,9,ACO,26,49,49,1832.000000000,31.625000000
cubic_2100.txt,9,Tabu Search,8,80,79,2298.000000000,0.074000120
cubic_2100.txt,9,RVNS,7,80,79,2300.000000000,0.057000160
cubic_2100.txt,9,HHO,2,8,8,1855.000000000,27.682000160
cubic_2100.txt,10,ACO,18,49,49,1836.000000000,44.091000080
cubic_2100.txt,10,Tabu Search,7,80,79,2335.000000000,0.121000051
cubic_2100.txt,10,RVNS,4,80,79,2335.000000000,0.255000114
cubic_2100.txt,10,HHO,4,8,8,1842.000000000,14.893000126
cubic_2200.txt,1,ACO,24,49,49,1919.000000000,35.395999908
cubic_2200.txt,1,Tabu Search,8,80,79,2457.000000000,0.083999872
cubic_2200.txt,1,RVNS,9,80,79,2454.000000000,0.223000050
cubic_2200.txt,1,HHO,3,8,8,1948.000000000,40.441999912
cubic_2200.txt,2,ACO,20,49,49,1928.000000000,28.638000011
cubic_2200.txt,2,Tabu Search,9,80,79,2410.000000000,0.082000017
cubic_2200.txt,2,RVNS,6,80,79,2408.000000000,0.076999903
cubic_2200.txt,2,HHO,3,8,8,1935.000000000,5.092000008
cubic_2200.txt,3,ACO,26,49,49,1929.000000000,25.687000036
cubic_2200.txt,3,Tabu Search,7,80,79,2418.000000000,0.075000048
cubic_2200.txt,3,RVNS,5,80,79,2415.000000000,0.124000072
cubic_2200.txt,3,HHO,4,8,8,1934.000000000,4.917000055
cubic_2200.txt,4,ACO,23,49,49,1906.000000000,40.796999931
cubic_2200.txt,4,Tabu Search,7,80,79,2425.000000000,0.026999950
cubic_2200.txt,4,RVNS,7,80,79,2422.000000000,0.144000053
cubic_2200.txt,4,HHO,2,8,8,1956.000000000,9.923000097
cubic_2200.txt,5,ACO,27,49,49,1922.000000000,39.644999981
cubic_2200.txt,5,Tabu Search,7,80,79,2434.000000000,0.269999981
cubic_2200.txt,5,RVNS,7,80,79,2433.000000000,0.099999905
cubic_2200.txt,5,HHO,2,8,8,1942.000000000,10.271999836
cubic_2200.txt,6,ACO,27,49,49,1924.000000000,34.131000042
cubic_2200.txt,6,Tabu Search,7,80,79,2450.000000000,0.250999928
cubic_2200.txt,6,RVNS,5,80,79,2451.000000000,0.035000086
cubic_2200.txt,6,HHO,2,8,8,1947.000000000,40.276000023
cubic_2200.txt,7,ACO,19,49,49,1921.000000000,20.856999874
cubic_2200.txt,7,Tabu Search,7,80,79,2437.000000000,0.117999792
cubic_2200.txt,7,RVNS,6,80,79,2439.000000000,0.010999918
cubic_2200.txt,7,HHO,3,8,8,1940.000000000,16.046999931
cubic_2200.txt,8,ACO,30,49,49,1908.000000000,40.871000051
cubic_2200.txt,8,Tabu Search,4,80,79,2411.000000000,0.026000023
cubic_2200.txt,8,RVNS,7,80,79,2412.000000000,0.032000065
cubic_2200.txt,8,HHO,2,8,8,1952.000000000,33.999000072
cubic_2200.txt,9,ACO,31,49,49,1908.000000000,43.805000067
cubic_2200.txt,9,Tabu Search,7,80,79,2462.000000000,0.078000069
cubic_2200.txt,9,RVNS,7,80,79,2460.000000000,0.045000076
cubic_2200.txt,9,HHO,3,8,8,1951.000000000,21.231000185
cubic_2200.txt,10,ACO,26,49,49,1903.000000000,45.404000044
cubic_2200.txt,10,Tabu Search,5,80,79,2441.000000000,0.046000004
cubic_2200.txt,10,RVNS,8,80,79,2439.000000000,0.186000109
cubic_2200.txt,10,HHO,5,8,8,1928.000000000,47.604000092
cubic_2300.txt,1,ACO,24,51,51,2018.000000000,37.453999996
cubic_2300.txt,1,Tabu Search,7,80,79,2528.000000000,0.255999804
cubic_2300.txt,1,RVNS,8,80,79,2527.000000000,0.224999905
cubic_2300.txt,1,HHO,2,8,8,2035.000000000,42.527999878
cubic_2300.txt,2,ACO,22,51,51,2014.000000000,29.315999985
cubic_2300.txt,2,Tabu Search,8,80,79,2523.000000000,0.072000027
cubic_2300.txt,2,RVNS,5,80,79,2528.000000000,0.055999994
cubic_2300.txt,2,HHO,2,8,8,2042.000000000,28.642999887
cubic_2300.txt,3,ACO,16,51,51,2026.000000000,23.483999968
cubic_2300.txt,3,Tabu Search,9,80,79,2557.000000000,0.013999939
cubic_2300.txt,3,RVNS,6,80,79,2560.000000000,0.171000004
cubic_2300.txt,3,HHO,2,8,8,2026.000000000,48.109999895
cubic_2300.txt,4,ACO,25,51,51,2013.000000000,49.256000042
cubic_2300.txt,4,Tabu Search,6,80,79,2572.000000000,0.075999975
cubic_2300.txt,4,RVNS,6,80,79,2574.000000000,0.108999968
cubic_2300.txt,4,HHO,3,8,8,2041.000000000,10.457999945
cubic_2300.txt,5,ACO,25,51,51,2001.000000000,32.677999973
cubic_2300.txt,5,Tabu Search,6,80,79,2604.000000000,0.196999788
cubic_2300.txt,5,RVNS,3,80,79,2604.000000000,0.006999969
cubic_2300.txt,5,HHO,3,8,8,2033.000000000,49.398000002
cubic_2300.txt,6,ACO,23,51,51,2012.000000000,37.959000111
cubic_2300.txt,6,Tabu Search,6,80,79,2507.000000000,0.224000216
cubic_2300.txt,6,RVNS,7,80,79,2508.000000000,0.028000116
cubic_2300.txt,6,HHO,2,8,8,2041.000000000,43.161000013
cubic_2300.txt,7,ACO,25,51,51,2017.000000000,34.687999964
cubic_2300.txt,7,Tabu Search,6,80,79,2567.000000000,0.196000099
cubic_2300.txt,7,RVNS,5,80,79,2568.000000000,0.035000086
cubic_2300.txt,7,HHO,3,8,8,2048.000000000,16.200999975
cubic_2300.txt,8,ACO,19,51,51,2009.000000000,51.766999960
cubic_2300.txt,8,Tabu Search,5,80,79,2527.000000000,0.012000084
cubic_2300.txt,8,RVNS,3,80,79,2526.000000000,0.036999941
cubic_2300.txt,8,HHO,3,8,8,2037.000000000,12.883000135
cubic_2300.txt,9,ACO,16,50,50,2011.000000000,27.872999907
cubic_2300.txt,9,Tabu Search,7,80,79,2543.000000000,0.023999929
cubic_2300.txt,9,RVNS,6,80,79,2543.000000000,0.062000036
cubic_2300.txt,9,HHO,4,8,8,2009.000000000,22.667000055
cubic_2300.txt,10,ACO,20,51,51,2012.000000000,21.865000010
cubic_2300.txt,10,Tabu Search,6,80,79,2557.000000000,0.066999912
cubic_2300.txt,10,RVNS,3,80,79,2555.000000000,0.017999887
cubic_2300.txt,10,HHO,2,8,8,2027.000000000,36.127000093
cubic_2400.txt,1,ACO,29,51,51,2108.000000000,43.175999880
cubic_2400.txt,1,Tabu Search,7,80,79,2663.000000000,0.020999908
cubic_2400.txt,1,RVNS,3,80,79,2663.000000000,0.070999861
cubic_2400.txt,1,HHO,2,8,8,2142.000000000,30.210999966
cubic_2400.txt,2,ACO,24,52,52,2102.000000000,49.515000105
cubic_2400.txt,2,Tabu Search,7,80,79,2671.000000000,0.022000074
cubic_2400.txt,2,RVNS,6,80,79,2669.000000000,0.175000191
cubic_2400.txt,2,HHO,4,8,8,2126.000000000,23.483000040
cubic_2400.txt,3,ACO,23,52,52,2105.000000000,30.861000061
cubic_2400.txt,3,Tabu Search,7,80,79,2643.000000000,0.006999969
cubic_2400.txt,3,RVNS,7,80,79,2643.000000000,0.227999926
cubic_2400.txt,3,HHO,3,8,8,2111.000000000,16.339999914
cubic_2400.txt,4,ACO,26,52,52,2105.000000000,40.171999931
cubic_2400.txt,4,Tabu Search,7,80,79,2599.000000000,0.089999914
cubic_2400.txt,4,RVNS,5,80,79,2597.000000000,0.154000044
cubic_2400.txt,4,HHO,3,8,8,2118.000000000,50.585999966
cubic_2400.txt,5,ACO,26,52,52,2109.000000000,32.062999964
cubic_2400.txt,5,Tabu Search,8,80,79,2686.000000000,0.172000170
cubic_2400.txt,5,RVNS,7,80,79,2690.000000000,0.018000126
cubic_2400.txt,5,HHO,2,8,8,2126.000000000,37.904999971
cubic_2400.txt,6,ACO,29,52,52,2110.000000000,28.450999975
cubic_2400.txt,6,Tabu Search,7,80,79,2597.000000000,0.131999969
cubic_2400.txt,6,RVNS,9,80,79,2593.000000000,0.207999945
cubic_2400.txt,6,HHO,3,8,8,2147.000000000,53.904000044
cubic_2400.txt,7,ACO,26,51,51,2102.000000000,42.513000011
cubic_2400.txt,7,Tabu Search,7,80,79,2644.000000000,0.095000029
cubic_2400.txt,7,RVNS,5,80,79,2645.000000000,0.069999933
cubic_2400.txt,7,HHO,2,8,8,2141.000000000,5.430000067
cubic_2400.txt,8,ACO,25,53,53,2114.000000000,45.414999962
cubic_2400.txt,8,Tabu Search,6,80,79,2658.000000000,0.130999804
cubic_2400.txt,8,RVNS,8,80,79,2658.000000000,0.090999842
cubic_2400.txt,8,HHO,3,8,8,2136.000000000,11.276999950
cubic_2400.txt,9,ACO,29,52,52,2103.000000000,38.706000090
cubic_2400.txt,9,Tabu Search,5,80,79,2639.000000000,0.050000191
cubic_2400.txt,9,RVNS,4,80,79,2639.000000000,0.119000196
cubic_2400.txt,9,HHO,2,8,8,2133.000000000,22.780000210
cubic_2400.txt,10,ACO,18,53,53,2117.000000000,41.934999943
cubic_2400.txt,10,Tabu Search,7,80,79,2661.000000000,0.177999973
cubic_2400.txt,10,RVNS,8,80,79,2661.000000000,0.045000076
cubic_2400.txt,10,HHO,4,8,8,2131.000000000,30.675999880
cubic_2500.txt,1,ACO,25,54,54,2188.000000000,30.168999910
cubic_2500.txt,1,Tabu Search,8,80,79,2755.000000000,0.065999985
cubic_2500.txt,1,RVNS,6,80,79,2758.000000000,0.218999863
cubic_2500.txt,1,HHO,2,8,8,2218.000000000,40.361999989
cubic_2500.txt,2,ACO,22,53,53,2191.000000000,44.588000059
cubic_2500.txt,2,Tabu Search,7,80,79,2720.000000000,0.279999971
cubic_2500.txt,2,RVNS,6,80,79,2720.000000000,0.098999977
cubic_2500.txt,2,HHO,3,8,8,2206.000000000,6.051000118
cubic_2500.txt,3,ACO,20,54,54,2177.000000000,38.375000000
cubic_2500.txt,3,Tabu Search,6,80,79,2755.000000000,0.206000090
cubic_2500.txt,3,RVNS,7,80,79,2752.000000000,0.244999886
cubic_2500.txt,3,HHO,2,8,8,2205.000000000,46.207999945
cubic_2500.txt,4,ACO,31,53,53,2187.000000000,52.406999826
cubic_2500.txt,4,Tabu Search,7,80,79,2737.000000000,0.142999887
cubic_2500.txt,4,RVNS,5,80,79,2738.000000000,0.203999996
cubic_2500.txt,4,HHO,3,8,8,2215.000000000,31.278999805
cubic_2500.txt,5,ACO,13,53,53,2193.000000000,37.709000111
cubic_2500.txt,5,Tabu Search,5,80,79,2796.000000000,0.016000032
cubic_2500.txt,5,RVNS,6,80,79,2796.000000000,0.221000195
cubic_2500.txt,5,HHO,4,8,8,2188.000000000,31.968000174
cubic_2500.txt,6,ACO,28,53,53,2174.000000000,48.855000019
cubic_2500.txt,6,Tabu Search,5,80,79,2783.000000000,0.130000114
cubic_2500.txt,6,RVNS,7,80,79,2782.000000000,0.281000137
cubic_2500.txt,6,HHO,2,8,8,2200.000000000,16.715000153
cubic_2500.txt,7,ACO,23,53,53,2195.000000000,33.456000090
cubic_2500.txt,7,Tabu Search,6,80,79,2734.000000000,0.228000164
cubic_2500.txt,7,RVNS,9,80,79,2735.000000000,0.068000078
cubic_2500.txt,7,HHO,3,8,8,2205.000000000,24.090000153
cubic_2500.txt,8,ACO,20,54,54,2200.000000000,13.042000055
cubic_2500.txt,8,Tabu Search,5,80,79,2822.000000000,0.021000147
cubic_2500.txt,8,RVNS,6,80,79,2822.000000000,0.026999950
cubic_2500.txt,8,HHO,3,8,8,2212.000000000,31.483000040
cubic_2500.txt,9,ACO,24,54,54,2193.000000000,47.198999882
cubic_2500.txt,9,Tabu Search,11,80,79,2751.000000000,0.082000017
cubic_2500.txt,9,RVNS,6,80,79,2754.000000000,0.272000074
cubic_2500.txt,9,HHO,3,8,8,2223.000000000,17.720999956
cubic_2500.txt,10,ACO,20,53,53,2180.000000000,40.812999964
cubic_2500.txt,10,Tabu Search,6,80,79,2780.000000000,0.082999945
cubic_2500.txt,10,RVNS,5,80,79,2781.000000000,0.032000065
cubic_2500.txt,10,HHO,3,8,8,2200.000000000,23.532000065
cubic_2600.txt,1,ACO,22,55,55,2286.000000000,55.711999893
cubic_2600.txt,1,Tabu Search,7,80,79,2877.000000000,0.022000074
cubic_2600.txt,1,RVNS,8,80,79,2876.000000000,0.263999939
cubic_2600.txt,1,HHO,4,8,8,2301.000000000,6.269000053
cubic_2600.txt,2,ACO,18,55,55,2279.000000000,26.105000019
cubic_2600.txt,2,Tabu Search,8,80,79,2865.000000000,0.063999891
cubic_2600.txt,2,RVNS,5,80,79,2866.000000000,0.034999847
cubic_2600.txt,2,HHO,3,8,8,2287.000000000,56.478999853
cubic_2600.txt,3,ACO,23,55,55,2290.000000000,52.045000076
cubic_2600.txt,3,Tabu Search,9,80,79,2898.000000000,0.031000137
cubic_2600.txt,3,RVNS,4,80,79,2898.000000000,0.078999996
cubic_2600.txt,3,HHO,3,8,8,2289.000000000,17.993000031
cubic_2600.txt,4,ACO,18,54,54,2290.000000000,51.645999908
cubic_2600.txt,4,Tabu Search,6,80,79,2894.000000000,0.194000006
cubic_2600.txt,4,RVNS,7,80,79,2894.000000000,0.107999802
cubic_2600.txt,4,HHO,2,8,8,2301.000000000,31.875000000
cubic_2600.txt,5,ACO,20,56,56,2280.000000000,45.236999989
cubic_2600.txt,5,Tabu Search,6,80,79,2869.000000000,0.140000105
cubic_2600.txt,5,RVNS,6,80,79,2870.000000000,0.013000011
cubic_2600.txt,5,HHO,5,8,8,2279.000000000,56.309000015
cubic_2600.txt,6,ACO,24,56,56,2290.000000000,56.798000097
cubic_2600.txt,6,Tabu Search,9,80,79,2870.000000000,0.234999895
cubic_2600.txt,6,RVNS,8,80,79,2874.000000000,0.161999941
cubic_2600.txt,6,HHO,2,8,8,2321.000000000,5.795000076
cubic_2600.txt,7,ACO,24,55,55,2268.000000000,43.274999857
cubic_2600.txt,7,Tabu Search,7,80,79,2902.000000000,0.208999872
cubic_2600.txt,7,RVNS,7,80,79,2905.000000000,0.024999857
cubic_2600.txt,7,HHO,3,8,8,2290.000000000,17.434000015
cubic_2600.txt,8,ACO,19,55,55,2274.000000000,33.495999813
cubic_2600.txt,8,Tabu Search,7,80,79,2843.000000000,0.221999884
cubic_2600.txt,8,RVNS,6,80,79,2842.000000000,0.154999971
cubic_2600.txt,8,HHO,4,8,8,2286.000000000,11.501999855
cubic_2600.txt,9,ACO,28,55,55,2270.000000000,45.238000154
cubic_2600.txt,9,Tabu Search,9,80,79,2900.000000000,0.115000010
cubic_2600.txt,9,RVNS,4,80,79,2903.000000000,0.098000050
cubic_2600.txt,9,HHO,3,8,8,2292.000000000,54.515000105
cubic_2600.txt,10,ACO,24,55,55,2278.000000000,49.974999905
cubic_2600.txt,10,Tabu Search,7,80,79,2874.000000000,0.181999922
cubic_2600.txt,10,RVNS,6,80,79,2873.000000000,0.083999872
cubic_2600.txt,10,HHO,3,8,8,2297.000000000,32.536999941
cubic_2700.txt,1,ACO,27,57,57,2353.000000000,58.416999817
cubic_2700.txt,1,Tabu Search,10,80,79,3003.000000000,0.094999790
cubic_2700.txt,1,RVNS,7,80,79,3006.000000000,0.197999954
cubic_2700.txt,1,HHO,3,8,8,2408.000000000,57.538999796
cubic_2700.txt,2,ACO,14,56,56,2372.000000000,55.262000084
cubic_2700.txt,2,Tabu Search,8,80,79,2992.000000000,0.025000095
cubic_2700.txt,2,RVNS,5,80,79,2992.000000000,0.166000128
cubic_2700.txt,2,HHO,3,8,8,2380.000000000,11.761000156
cubic_2700.txt,3,ACO,13,56,56,2366.000000000,15.598999977
cubic_2700.txt,3,Tabu Search,7,80,79,2993.000000000,0.250999928
cubic_2700.txt,3,RVNS,7,80,79,2993.000000000,0.100999832
cubic_2700.txt,3,HHO,2,8,8,2378.000000000,12.009999990
cubic_2700.txt,4,ACO,30,57,57,2361.000000000,47.793999910
cubic_2700.txt,4,Tabu Search,7,80,79,3038.000000000,0.250999928
cubic_2700.txt,4,RVNS,3,80,79,3041.000000000,0.195999861
cubic_2700.txt,4,HHO,3,8,8,2398.000000000,18.289999962
cubic_2700.txt,5,ACO,20,56,56,2372.000000000,22.694000006
