instance,run,agent,publications,consultations,shared_reads,best_fitness,best_time_seconds
cubic_2700.txt,5,Tabu Search,8,80,79,3017.000000000,0.101000071
cubic_2700.txt,5,RVNS,6,80,79,3015.000000000,0.269000053
cubic_2700.txt,5,HHO,3,8,8,2383.000000000,33.303999901
cubic_2700.txt,6,ACO,31,56,56,2368.000000000,53.199000120
cubic_2700.txt,6,Tabu Search,9,80,79,2999.000000000,0.137000084
cubic_2700.txt,6,RVNS,6,80,79,2997.000000000,0.032000065
cubic_2700.txt,6,HHO,3,8,8,2400.000000000,49.395999908
cubic_2700.txt,7,ACO,19,56,56,2361.000000000,45.341000080
cubic_2700.txt,7,Tabu Search,8,80,79,2992.000000000,0.025000095
cubic_2700.txt,7,RVNS,7,80,79,2992.000000000,0.101000071
cubic_2700.txt,7,HHO,2,8,8,2397.000000000,25.867000103
cubic_2700.txt,8,ACO,38,57,57,2357.000000000,49.349999905
cubic_2700.txt,8,Tabu Search,5,80,79,2950.000000000,0.181999922
cubic_2700.txt,8,RVNS,7,80,79,2948.000000000,0.184000015
cubic_2700.txt,8,HHO,4,8,8,2382.000000000,51.125000000
cubic_2700.txt,9,ACO,31,56,56,2360.000000000,56.504000187
cubic_2700.txt,9,Tabu Search,4,80,79,3004.000000000,0.241000175
cubic_2700.txt,9,RVNS,8,80,79,3005.000000000,0.085999966
cubic_2700.txt,9,HHO,3,8,8,2385.000000000,41.311000109
cubic_2700.txt,10,ACO,30,57,57,2357.000000000,52.703000069
cubic_2700.txt,10,Tabu Search,8,80,79,2979.000000000,0.204999924
cubic_2700.txt,10,RVNS,9,80,79,2978.000000000,0.234999895
cubic_2700.txt,10,HHO,3,8,8,2371.000000000,60.033999920
cubic_2800.txt,1,ACO,31,58,58,2467.000000000,29.832999945
cubic_2800.txt,1,Tabu Search,7,80,79,3086.000000000,0.184999943
cubic_2800.txt,1,RVNS,6,80,79,3086.000000000,0.042000055
cubic_2800.txt,1,HHO,2,8,8,2495.000000000,63.295000076
cubic_2800.txt,2,ACO,22,57,57,2450.000000000,42.284999847
cubic_2800.txt,2,Tabu Search,8,80,79,3120.000000000,0.151999950
cubic_2800.txt,2,RVNS,6,80,79,3124.000000000,0.296999931
cubic_2800.txt,2,HHO,2,8,8,2486.000000000,55.240000010
cubic_2800.txt,3,ACO,30,58,58,2460.000000000,64.344000101
cubic_2800.txt,3,Tabu Search,6,80,79,3082.000000000,0.130000114
cubic_2800.txt,3,RVNS,7,80,79,3080.000000000,0.262000084
cubic_2800.txt,3,HHO,2,8,8,2497.000000000,7.842000008
cubic_2800.txt,4,ACO,20,58,58,2446.000000000,53.300999880
cubic_2800.txt,4,Tabu Search,10,80,79,3077.000000000,0.115999937
cubic_2800.txt,4,RVNS,5,80,79,3078.000000000,0.213999987
cubic_2800.txt,4,HHO,4,8,8,2465.000000000,12.767999887
cubic_2800.txt,5,ACO,32,57,57,2454.000000000,52.161000013
cubic_2800.txt,5,Tabu Search,7,80,79,3079.000000000,0.032999992
cubic_2800.txt,5,RVNS,7,80,79,3081.000000000,0.183000088
cubic_2800.txt,5,HHO,2,8,8,2511.000000000,50.005000114
cubic_2800.txt,6,ACO,28,58,58,2462.000000000,53.934999943
cubic_2800.txt,6,Tabu Search,6,80,79,3109.000000000,0.083999872
cubic_2800.txt,6,RVNS,4,80,79,3109.000000000,0.100999832
cubic_2800.txt,6,HHO,1,8,8,2462.000000000,58.742999792
cubic_2800.txt,7,ACO,22,58,58,2446.000000000,47.234999895
cubic_2800.txt,7,Tabu Search,6,80,79,3076.000000000,0.233000040
cubic_2800.txt,7,RVNS,9,80,79,3075.000000000,0.283999920
cubic_2800.txt,7,HHO,2,8,8,2473.000000000,6.424000025
cubic_2800.txt,8,ACO,23,58,58,2455.000000000,39.470000029
cubic_2800.txt,8,Tabu Search,7,80,79,3115.000000000,0.167000055
cubic_2800.txt,8,RVNS,6,80,79,3116.000000000,0.250000000
cubic_2800.txt,8,HHO,3,8,8,2469.000000000,12.722000122
cubic_2800.txt,9,ACO,35,57,57,2460.000000000,52.371000051
cubic_2800.txt,9,Tabu Search,10,80,79,3118.000000000,0.180000067
cubic_2800.txt,9,RVNS,6,80,79,3120.000000000,0.136000156
cubic_2800.txt,9,HHO,2,8,8,2478.000000000,6.707000017
cubic_2800.txt,10,ACO,28,58,58,2445.000000000,49.537999868
cubic_2800.txt,10,Tabu Search,11,80,79,3125.000000000,0.199999809
cubic_2800.txt,10,RVNS,5,80,79,3125.000000000,0.335999966
cubic_2800.txt,10,HHO,1,8,8,2483.000000000,43.154999971
cubic_2900.txt,1,ACO,28,58,58,2540.000000000,49.233999968
cubic_2900.txt,1,Tabu Search,5,80,79,3235.000000000,0.144000053
cubic_2900.txt,1,RVNS,8,80,79,3229.000000000,0.302000046
cubic_2900.txt,1,HHO,3,8,8,2560.000000000,23.384000063
cubic_2900.txt,2,ACO,33,57,57,2519.000000000,69.733000040
cubic_2900.txt,2,Tabu Search,4,80,79,3214.000000000,0.220000029
cubic_2900.txt,2,RVNS,8,80,79,3213.000000000,0.161999941
cubic_2900.txt,2,HHO,3,8,8,2558.000000000,7.375000000
cubic_2900.txt,3,ACO,26,57,57,2529.000000000,69.812999964
cubic_2900.txt,3,Tabu Search,10,80,79,3226.000000000,0.105999947
cubic_2900.txt,3,RVNS,4,80,79,3229.000000000,0.047999859
cubic_2900.txt,3,HHO,3,8,8,2560.000000000,42.823999882
cubic_2900.txt,4,ACO,26,57,57,2535.000000000,46.730000019
cubic_2900.txt,4,Tabu Search,8,80,79,3256.000000000,0.117999792
cubic_2900.txt,4,RVNS,6,80,79,3255.000000000,0.122999907
cubic_2900.txt,4,HHO,3,8,8,2556.000000000,41.500000000
cubic_2900.txt,5,ACO,27,57,57,2525.000000000,63.225000143
cubic_2900.txt,5,Tabu Search,10,80,79,3216.000000000,0.016000032
cubic_2900.txt,5,RVNS,7,80,79,3217.000000000,0.075000048
cubic_2900.txt,5,HHO,3,8,8,2558.000000000,64.426000118
cubic_2900.txt,6,ACO,23,56,56,2550.000000000,40.772000074
cubic_2900.txt,6,Tabu Search,6,80,79,3226.000000000,0.097000122
cubic_2900.txt,6,RVNS,7,80,79,3223.000000000,0.042000055
cubic_2900.txt,6,HHO,2,8,8,2561.000000000,22.684000015
cubic_2900.txt,7,ACO,23,56,56,2542.000000000,61.922999859
cubic_2900.txt,7,Tabu Search,7,80,79,3201.000000000,0.239999771
cubic_2900.txt,7,RVNS,9,80,79,3202.000000000,0.084999800
cubic_2900.txt,7,HHO,2,8,8,2567.000000000,47.146999836
cubic_2900.txt,8,ACO,29,57,57,2547.000000000,43.298000097
cubic_2900.txt,8,Tabu Search,14,80,79,3228.000000000,0.180999994
cubic_2900.txt,8,RVNS,8,80,79,3230.000000000,0.088999987
cubic_2900.txt,8,HHO,2,8,8,2561.000000000,50.123000145
cubic_2900.txt,9,ACO,23,57,57,2535.000000000,54.801000118
cubic_2900.txt,9,Tabu Search,6,80,79,3259.000000000,0.181999922
cubic_2900.txt,9,RVNS,5,80,79,3256.000000000,0.019000053
cubic_2900.txt,9,HHO,2,8,8,2559.000000000,52.194000006
cubic_2900.txt,10,ACO,29,57,57,2520.000000000,65.241999865
cubic_2900.txt,10,Tabu Search,5,80,79,3206.000000000,0.182999849
cubic_2900.txt,10,RVNS,7,80,79,3206.000000000,0.154999971
cubic_2900.txt,10,HHO,3,8,8,2567.000000000,32.969999790
cubic_300.txt,1,ACO,7,12,12,259.000000000,8.573999882
cubic_300.txt,1,Tabu Search,5,80,79,313.000000000,0.029999971
cubic_300.txt,1,RVNS,4,80,79,314.000000000,0.004999876
cubic_300.txt,1,HHO,5,8,8,262.000000000,8.662999868
cubic_300.txt,2,ACO,6,12,12,257.000000000,6.228999853
cubic_300.txt,2,Tabu Search,4,80,79,333.000000000,0.008999825
cubic_300.txt,2,RVNS,3,80,79,333.000000000,0.004999876
cubic_300.txt,2,HHO,4,8,8,261.000000000,2.648000002
cubic_300.txt,3,ACO,9,13,13,256.000000000,8.920000076
cubic_300.txt,3,Tabu Search,4,80,79,324.000000000,0.006999969
cubic_300.txt,3,RVNS,3,80,79,324.000000000,0.016000032
cubic_300.txt,3,HHO,6,8,8,255.000000000,5.425999880
cubic_300.txt,4,ACO,6,12,12,256.000000000,4.973999977
cubic_300.txt,4,Tabu Search,3,80,79,326.000000000,0.005999804
cubic_300.txt,4,RVNS,4,80,79,326.000000000,0.006999969
cubic_300.txt,4,HHO,5,8,8,251.000000000,6.523000002
cubic_300.txt,5,ACO,7,12,12,262.000000000,8.119000196
cubic_300.txt,5,Tabu Search,2,80,79,329.000000000,0.008000135
cubic_300.txt,5,RVNS,5,80,79,328.000000000,0.009000063
cubic_300.txt,5,HHO,4,8,8,263.000000000,0.766000032
cubic_300.txt,6,ACO,7,12,12,262.000000000,7.435999870
cubic_300.txt,6,Tabu Search,3,80,79,331.000000000,0.011999846
cubic_300.txt,6,RVNS,4,80,79,331.000000000,0.018999815
cubic_300.txt,6,HHO,5,8,8,258.000000000,7.131999969
cubic_300.txt,7,ACO,7,12,12,263.000000000,11.680999994
cubic_300.txt,7,Tabu Search,4,80,79,325.000000000,0.021000147
cubic_300.txt,7,RVNS,4,80,79,325.000000000,0.016000032
cubic_300.txt,7,HHO,7,8,8,260.000000000,13.159000158
cubic_300.txt,8,ACO,9,12,12,255.000000000,8.569000006
cubic_300.txt,8,Tabu Search,1,80,79,331.000000000,0.009999990
cubic_300.txt,8,RVNS,4,80,79,331.000000000,0.006000042
cubic_300.txt,8,HHO,6,8,8,261.000000000,10.032999992
cubic_300.txt,9,ACO,8,12,12,263.000000000,4.034999847
cubic_300.txt,9,Tabu Search,5,80,79,332.000000000,0.007999897
cubic_300.txt,9,RVNS,3,80,79,332.000000000,0.017999887
cubic_300.txt,9,HHO,3,8,8,266.000000000,0.891999960
cubic_300.txt,10,ACO,7,12,12,262.000000000,12.759000063
cubic_300.txt,10,Tabu Search,4,80,79,343.000000000,0.036999941
cubic_300.txt,10,RVNS,4,80,79,343.000000000,0.036999941
cubic_300.txt,10,HHO,4,8,8,256.000000000,14.963000059
cubic_3000.txt,1,ACO,27,60,60,2632.000000000,108.403000116
cubic_3000.txt,1,Tabu Search,8,80,79,3324.000000000,0.594000101
cubic_3000.txt,1,RVNS,6,80,79,3327.000000000,0.078000069
cubic_3000.txt,1,HHO,3,8,8,2649.000000000,22.133000135
cubic_3000.txt,2,ACO,25,59,59,2618.000000000,78.156000137
cubic_3000.txt,2,Tabu Search,5,80,79,3290.000000000,0.054000139
cubic_3000.txt,2,RVNS,6,80,79,3289.000000000,0.282000065
cubic_3000.txt,2,HHO,5,8,8,2641.000000000,18.302999973
cubic_3000.txt,3,ACO,19,57,57,2634.000000000,32.957000017
cubic_3000.txt,3,Tabu Search,11,80,79,3295.000000000,0.054000139
cubic_3000.txt,3,RVNS,6,80,79,3295.000000000,0.177000046
cubic_3000.txt,3,HHO,1,8,8,2649.000000000,31.929000139
cubic_3000.txt,4,ACO,18,61,61,2635.000000000,16.541000128
cubic_3000.txt,4,Tabu Search,5,80,79,3358.000000000,0.203999996
cubic_3000.txt,4,RVNS,7,80,79,3359.000000000,0.032999992
cubic_3000.txt,4,HHO,3,8,8,2636.000000000,7.863000154
cubic_3000.txt,5,ACO,19,62,62,2648.000000000,42.747999907
cubic_3000.txt,5,Tabu Search,5,80,79,3304.000000000,0.066999912
cubic_3000.txt,5,RVNS,9,80,79,3298.000000000,0.119999886
cubic_3000.txt,5,HHO,3,8,8,2637.000000000,75.822000027
cubic_3000.txt,6,ACO,28,61,61,2633.000000000,51.651999950
cubic_3000.txt,6,Tabu Search,4,80,79,3305.000000000,0.226999998
cubic_3000.txt,6,RVNS,6,80,79,3305.000000000,0.069999933
cubic_3000.txt,6,HHO,3,8,8,2657.000000000,7.016999960
cubic_3000.txt,7,ACO,19,59,59,2650.000000000,55.807999849
cubic_3000.txt,7,Tabu Search,5,80,79,3312.000000000,0.023000002
cubic_3000.txt,7,RVNS,8,80,79,3309.000000000,0.093999863
cubic_3000.txt,7,HHO,4,8,8,2639.000000000,29.633999825
cubic_3000.txt,8,ACO,19,59,59,2635.000000000,61.046999931
cubic_3000.txt,8,Tabu Search,5,80,79,3369.000000000,0.062999964
cubic_3000.txt,8,RVNS,3,80,79,3370.000000000,0.070999861
cubic_3000.txt,8,HHO,3,8,8,2657.000000000,34.755999804
cubic_3000.txt,9,ACO,22,58,58,2651.000000000,32.387999773
cubic_3000.txt,9,Tabu Search,9,80,79,3300.000000000,0.205999851
cubic_3000.txt,9,RVNS,6,80,79,3306.000000000,0.166999817
cubic_3000.txt,9,HHO,4,8,8,2658.000000000,52.998999834
cubic_3000.txt,10,ACO,26,59,59,2645.000000000,66.030999899
cubic_3000.txt,10,Tabu Search,6,80,79,3348.000000000,0.059000015
cubic_3000.txt,10,RVNS,7,80,79,3345.000000000,0.204999924
cubic_3000.txt,10,HHO,3,8,8,2656.000000000,63.901999950
cubic_400.txt,1,ACO,9,14,14,351.000000000,10.099999905
cubic_400.txt,1,Tabu Search,3,80,79,445.000000000,0.037999868
cubic_400.txt,1,RVNS,4,80,79,445.000000000,0.036000013
cubic_400.txt,1,HHO,7,8,8,346.000000000,5.251999855
cubic_400.txt,2,ACO,11,14,14,350.000000000,12.792999983
cubic_400.txt,2,Tabu Search,3,80,79,442.000000000,0.003999949
cubic_400.txt,2,RVNS,5,80,79,442.000000000,0.008999825
cubic_400.txt,2,HHO,5,8,8,354.000000000,3.711999893
cubic_400.txt,3,ACO,9,15,15,349.000000000,7.812999964
cubic_400.txt,3,Tabu Search,3,80,79,443.000000000,0.003000021
cubic_400.txt,3,RVNS,3,80,79,443.000000000,0.016000032
cubic_400.txt,3,HHO,6,8,8,343.000000000,3.339999914
cubic_400.txt,4,ACO,9,15,15,349.000000000,8.697999954
cubic_400.txt,4,Tabu Search,5,80,79,446.000000000,0.009000063
cubic_400.txt,4,RVNS,3,80,79,447.000000000,0.052999973
cubic_400.txt,4,HHO,4,8,8,352.000000000,6.535000086
cubic_400.txt,5,ACO,7,15,15,352.000000000,3.674999952
cubic_400.txt,5,Tabu Search,3,80,79,433.000000000,0.039999962
cubic_400.txt,5,RVNS,5,80,79,433.000000000,0.015000105
cubic_400.txt,5,HHO,4,8,8,353.000000000,1.016000032
cubic_400.txt,6,ACO,8,15,15,344.000000000,12.944000006
cubic_400.txt,6,Tabu Search,2,80,79,452.000000000,0.056999922
cubic_400.txt,6,RVNS,3,80,79,452.000000000,0.062999964
cubic_400.txt,6,HHO,5,8,8,346.000000000,4.832000017
cubic_400.txt,7,ACO,8,15,15,346.000000000,18.805000067
cubic_400.txt,7,Tabu Search,3,80,79,446.000000000,0.007999897
cubic_400.txt,7,RVNS,5,80,79,446.000000000,0.006000042
cubic_400.txt,7,HHO,7,8,8,347.000000000,11.172999859
cubic_400.txt,8,ACO,11,15,15,343.000000000,14.474999905
cubic_400.txt,8,Tabu Search,2,80,79,423.000000000,0.029999971
cubic_400.txt,8,RVNS,4,80,79,423.000000000,0.010999918
cubic_400.txt,8,HHO,3,8,8,348.000000000,4.936000109
cubic_400.txt,9,ACO,10,15,15,347.000000000,13.482000113
cubic_400.txt,9,Tabu Search,5,80,79,427.000000000,0.028000116
cubic_400.txt,9,RVNS,4,80,79,426.000000000,0.028000116
cubic_400.txt,9,HHO,4,8,8,338.000000000,3.446000099
cubic_400.txt,10,ACO,9,14,14,346.000000000,10.701000214
cubic_400.txt,10,Tabu Search,4,80,79,431.000000000,0.019999981
cubic_400.txt,10,RVNS,4,80,79,431.000000000,0.027000189
cubic_400.txt,10,HHO,2,8,8,346.000000000,12.294000149
cubic_500.txt,1,ACO,10,17,17,436.000000000,13.678999901
cubic_500.txt,1,Tabu Search,3,80,79,545.000000000,0.017999887
cubic_500.txt,1,RVNS,3,80,79,545.000000000,0.004999876
cubic_500.txt,1,HHO,3,8,8,443.000000000,3.921000004
cubic_500.txt,2,ACO,12,17,17,430.000000000,13.452000141
cubic_500.txt,2,Tabu Search,3,80,79,552.000000000,0.012000084
cubic_500.txt,2,RVNS,3,80,79,551.000000000,0.012000084
cubic_500.txt,2,HHO,3,8,8,433.000000000,11.703000069
cubic_500.txt,3,ACO,10,17,17,429.000000000,14.595000029
cubic_500.txt,3,Tabu Search,5,80,79,557.000000000,0.039999962
cubic_500.txt,3,RVNS,2,80,79,557.000000000,0.040999889
cubic_500.txt,3,HHO,4,8,8,437.000000000,14.246999979
cubic_500.txt,4,ACO,7,17,17,441.000000000,11.993000031
cubic_500.txt,4,Tabu Search,5,80,79,559.000000000,0.062999964
cubic_500.txt,4,RVNS,3,80,79,560.000000000,0.030999899
cubic_500.txt,4,HHO,5,8,8,439.000000000,2.294999838
cubic_500.txt,5,ACO,11,17,17,439.000000000,8.572000027
cubic_500.txt,5,Tabu Search,5,80,79,536.000000000,0.043999910
cubic_500.txt,5,RVNS,5,80,79,537.000000000,0.009000063
cubic_500.txt,5,HHO,3,8,8,437.000000000,1.165999889
cubic_500.txt,6,ACO,12,17,17,441.000000000,10.896000147
cubic_500.txt,6,Tabu Search,7,80,79,537.000000000,0.007000208
cubic_500.txt,6,RVNS,5,80,79,534.000000000,0.052000046
cubic_500.txt,6,HHO,5,8,8,435.000000000,7.958000183
cubic_500.txt,7,ACO,7,17,17,441.000000000,15.368000031
cubic_500.txt,7,Tabu Search,3,80,79,536.000000000,0.046000004
cubic_500.txt,7,RVNS,4,80,79,536.000000000,0.013000011
cubic_500.txt,7,HHO,4,8,8,434.000000000,9.667999983
cubic_500.txt,8,ACO,11,16,16,429.000000000,15.873999834
cubic_500.txt,8,Tabu Search,1,80,79,569.000000000,0.006000042
cubic_500.txt,8,RVNS,4,80,79,569.000000000,0.003999949
cubic_500.txt,8,HHO,3,8,8,445.000000000,2.875000000
cubic_500.txt,9,ACO,8,17,17,433.000000000,2.917999983
cubic_500.txt,9,Tabu Search,4,80,79,545.000000000,0.022000074
cubic_500.txt,9,RVNS,6,80,79,545.000000000,0.051000118
cubic_500.txt,9,HHO,5,8,8,438.000000000,13.792000055
cubic_500.txt,10,ACO,9,17,17,427.000000000,15.085000038
cubic_500.txt,10,Tabu Search,5,80,79,548.000000000,0.039000034
cubic_500.txt,10,RVNS,5,80,79,548.000000000,0.069000006
cubic_500.txt,10,HHO,4,8,8,444.000000000,10.243999958
cubic_600.txt,1,ACO,8,19,19,520.000000000,2.911999941
cubic_600.txt,1,Tabu Search,3,80,79,647.000000000,0.092999935
cubic_600.txt,1,RVNS,5,80,79,647.000000000,0.015000105
cubic_600.txt,1,HHO,4,8,8,525.000000000,2.845999956
cubic_600.txt,2,ACO,8,19,19,518.000000000,8.142999887
cubic_600.txt,2,Tabu Search,3,80,79,670.000000000,0.015999794
cubic_600.txt,2,RVNS,5,80,79,668.000000000,0.048999786
cubic_600.txt,2,HHO,4,8,8,521.000000000,4.569000006
cubic_600.txt,3,ACO,11,19,19,516.000000000,12.735000134
cubic_600.txt,3,Tabu Search,2,80,79,664.000000000,0.042000055
cubic_600.txt,3,RVNS,5,80,79,663.000000000,0.025000095
cubic_600.txt,3,HHO,5,8,8,516.000000000,15.865000010
cubic_600.txt,4,ACO,7,19,19,518.000000000,7.598000050
cubic_600.txt,4,Tabu Search,3,80,79,635.000000000,0.050999880
cubic_600.txt,4,RVNS,5,80,79,635.000000000,0.029000044
cubic_600.txt,4,HHO,4,8,8,518.000000000,1.337999821
cubic_600.txt,5,ACO,9,19,19,517.000000000,7.448999882
cubic_600.txt,5,Tabu Search,6,80,79,646.000000000,0.019999981
cubic_600.txt,5,RVNS,2,80,79,646.000000000,0.070999861
cubic_600.txt,5,HHO,4,8,8,519.000000000,9.417000055
cubic_600.txt,6,ACO,6,19,19,523.000000000,2.240000010
cubic_600.txt,6,Tabu Search,6,80,79,676.000000000,0.038000107
cubic_600.txt,6,RVNS,3,80,79,676.000000000,0.045000076
cubic_600.txt,6,HHO,4,8,8,518.000000000,9.494000196
cubic_600.txt,7,ACO,12,19,19,516.000000000,11.806999922
cubic_600.txt,7,Tabu Search,6,80,79,667.000000000,0.026999950
cubic_600.txt,7,RVNS,2,80,79,667.000000000,0.036000013
cubic_600.txt,7,HHO,4,8,8,523.000000000,9.884999990
cubic_600.txt,8,ACO,12,19,19,514.000000000,15.788000107
cubic_600.txt,8,Tabu Search,4,80,79,668.000000000,0.085000038
cubic_600.txt,8,RVNS,5,80,79,668.000000000,0.094000101
cubic_600.txt,8,HHO,3,8,8,526.000000000,5.233999968
cubic_600.txt,9,ACO,12,19,19,520.000000000,21.753999949
cubic_600.txt,9,Tabu Search,5,80,79,661.000000000,0.046000004
cubic_600.txt,9,RVNS,6,80,79,662.000000000,0.032999992
cubic_600.txt,9,HHO,4,8,8,522.000000000,14.619999886
cubic_600.txt,10,ACO,9,19,19,517.000000000,20.243999958
cubic_600.txt,10,Tabu Search,7,80,79,663.000000000,0.046999931
cubic_600.txt,10,RVNS,3,80,79,663.000000000,0.059000015
cubic_600.txt,10,HHO,5,8,8,517.000000000,5.302999973
cubic_700.txt,1,ACO,17,21,21,599.000000000,22.452999830
cubic_700.txt,1,Tabu Search,5,80,79,773.000000000,0.102999926
cubic_700.txt,1,RVNS,7,80,79,774.000000000,0.062999964
cubic_700.txt,1,HHO,4,8,8,614.000000000,4.448999882
cubic_700.txt,2,ACO,10,21,21,603.000000000,10.709000111
cubic_700.txt,2,Tabu Search,4,80,79,769.000000000,0.008000135
cubic_700.txt,2,RVNS,5,80,79,768.000000000,0.012000084
cubic_700.txt,2,HHO,4,8,8,606.000000000,3.466000080
cubic_700.txt,3,ACO,9,21,21,603.000000000,19.899000168
cubic_700.txt,3,Tabu Search,5,80,79,771.000000000,0.013000011
cubic_700.txt,3,RVNS,3,80,79,770.000000000,0.013000011
cubic_700.txt,3,HHO,4,8,8,612.000000000,1.861000061
cubic_700.txt,4,ACO,10,21,21,610.000000000,20.325000048
cubic_700.txt,4,Tabu Search,3,80,79,779.000000000,0.014999866
cubic_700.txt,4,RVNS,3,80,79,779.000000000,0.011999846
cubic_700.txt,4,HHO,5,8,8,611.000000000,9.351999998
cubic_700.txt,5,ACO,15,21,21,606.000000000,12.802000046
cubic_700.txt,5,Tabu Search,5,80,79,768.000000000,0.105999947
cubic_700.txt,5,RVNS,4,80,79,769.000000000,0.036000013
cubic_700.txt,5,HHO,5,8,8,610.000000000,16.317000151
cubic_700.txt,6,ACO,14,21,21,605.000000000,20.560000181
cubic_700.txt,6,Tabu Search,5,80,79,750.000000000,0.016000032
cubic_700.txt,6,RVNS,4,80,79,749.000000000,0.023000002
cubic_700.txt,6,HHO,3,8,8,611.000000000,21.897000074
cubic_700.txt,7,ACO,13,22,22,604.000000000,17.440999985
cubic_700.txt,7,Tabu Search,6,80,79,746.000000000,0.041999817
cubic_700.txt,7,RVNS,4,80,79,747.000000000,0.116999865
cubic_700.txt,7,HHO,4,8,8,612.000000000,6.822999954
cubic_700.txt,8,ACO,15,22,22,592.000000000,21.189000130
cubic_700.txt,8,Tabu Search,2,80,79,795.000000000,0.005000114
cubic_700.txt,8,RVNS,4,80,79,795.000000000,0.059000015
cubic_700.txt,8,HHO,5,8,8,606.000000000,18.266999960
cubic_700.txt,9,ACO,10,22,22,602.000000000,18.569999933
cubic_700.txt,9,Tabu Search,6,80,79,783.000000000,0.012000084
cubic_700.txt,9,RVNS,5,80,79,783.000000000,0.036999941
cubic_700.txt,9,HHO,3,8,8,608.000000000,8.303999901
cubic_700.txt,10,ACO,13,22,22,607.000000000,7.109999895
cubic_700.txt,10,Tabu Search,2,80,79,774.000000000,0.034999847
cubic_700.txt,10,RVNS,6,80,79,774.000000000,0.014999866
cubic_700.txt,10,HHO,4,8,8,617.000000000,11.463999987
cubic_800.txt,1,ACO,13,23,23,693.000000000,25.416999817
cubic_800.txt,1,Tabu Search,4,80,79,896.000000000,0.074999809
cubic_800.txt,1,RVNS,8,80,79,895.000000000,0.098999977
cubic_800.txt,1,HHO,4,8,8,700.000000000,4.498999834
cubic_800.txt,2,ACO,14,25,25,697.000000000,22.364000082
cubic_800.txt,2,Tabu Search,4,80,79,886.000000000,0.049999952
cubic_800.txt,2,RVNS,4,80,79,886.000000000,0.043999910
cubic_800.txt,2,HHO,4,8,8,704.000000000,21.173000097
cubic_800.txt,3,ACO,14,24,24,696.000000000,14.941999912
cubic_800.txt,3,Tabu Search,4,80,79,877.000000000,0.065999985
cubic_800.txt,3,RVNS,7,80,79,876.000000000,0.052000046
cubic_800.txt,3,HHO,4,8,8,703.000000000,1.779999971
cubic_800.txt,4,ACO,15,24,24,691.000000000,12.896000147
cubic_800.txt,4,Tabu Search,4,80,79,886.000000000,0.011000156
cubic_800.txt,4,RVNS,5,80,79,887.000000000,0.013000011
cubic_800.txt,4,HHO,3,8,8,709.000000000,3.706000090
cubic_800.txt,5,ACO,14,24,24,692.000000000,15.431999922
cubic_800.txt,5,Tabu Search,5,80,79,876.000000000,0.035000086
cubic_800.txt,5,RVNS,4,80,79,876.000000000,0.038000107
cubic_800.txt,5,HHO,5,8,8,705.000000000,16.016000032
cubic_800.txt,6,ACO,12,25,25,693.000000000,9.613000154
cubic_800.txt,6,Tabu Search,5,80,79,880.000000000,0.075999975
cubic_800.txt,6,RVNS,5,80,79,880.000000000,0.042999983
cubic_800.txt,6,HHO,4,8,8,697.000000000,7.822000027
cubic_800.txt,7,ACO,14,24,24,697.000000000,12.759999990
cubic_800.txt,7,Tabu Search,5,80,79,889.000000000,0.042999983
cubic_800.txt,7,RVNS,4,80,79,889.000000000,0.042000055
cubic_800.txt,7,HHO,4,8,8,700.000000000,4.012000084
cubic_800.txt,8,ACO,15,25,25,691.000000000,13.694999933
cubic_800.txt,8,Tabu Search,7,80,79,876.000000000,0.134000063
cubic_800.txt,8,RVNS,3,80,79,876.000000000,0.066999912
cubic_800.txt,8,HHO,5,8,8,705.000000000,11.585999966
cubic_800.txt,9,ACO,12,23,23,690.000000000,18.172999859
cubic_800.txt,9,Tabu Search,5,80,79,874.000000000,0.082000017
cubic_800.txt,9,RVNS,7,80,79,875.000000000,0.053999901
cubic_800.txt,9,HHO,4,8,8,696.000000000,14.777999878
cubic_800.txt,10,ACO,12,23,23,701.000000000,18.723000050
cubic_800.txt,10,Tabu Search,3,80,79,877.000000000,0.076999903
cubic_800.txt,10,RVNS,5,80,79,879.000000000,0.013000011
cubic_800.txt,10,HHO,4,8,8,705.000000000,19.813999891
cubic_900.txt,1,ACO,16,25,25,787.000000000,20.327000141
cubic_900.txt,1,Tabu Search,6,80,79,976.000000000,0.018000126
cubic_900.txt,1,RVNS,2,80,79,976.000000000,0.055999994
cubic_900.txt,1,HHO,3,8,8,801.000000000,1.934000015
cubic_900.txt,2,ACO,13,25,25,783.000000000,14.128000021
cubic_900.txt,2,Tabu Search,4,80,79,990.000000000,0.065999985
cubic_900.txt,2,RVNS,5,80,79,991.000000000,0.056999922
cubic_900.txt,2,HHO,3,8,8,791.000000000,7.769000053
cubic_900.txt,3,ACO,18,25,25,784.000000000,23.619999886
cubic_900.txt,3,Tabu Search,6,80,79,1002.000000000,0.019000053
cubic_900.txt,3,RVNS,3,80,79,1002.000000000,0.052000046
cubic_900.txt,3,HHO,4,8,8,807.000000000,16.931999922
cubic_900.txt,4,ACO,11,25,25,780.000000000,19.621999979
cubic_900.txt,4,Tabu Search,3,80,79,990.000000000,0.100999832
cubic_900.txt,4,RVNS,6,80,79,989.000000000,0.055999994
cubic_900.txt,4,HHO,3,8,8,784.000000000,11.995999813
cubic_900.txt,5,ACO,17,25,25,794.000000000,15.560999870
cubic_900.txt,5,Tabu Search,7,80,79,1015.000000000,0.023999929
cubic_900.txt,5,RVNS,2,80,79,1015.000000000,0.037999868
