instance,run,status,returncode,vertices,edges,density,best,elapsed_seconds,time_to_best_seconds,publications,consultations,shared_reads,stdout_file,stderr_file
cubic_2200.txt,2,ok,0,2200,3300,0.001364256480218281,1928.0,47.477,28.638,38,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,3,ok,0,2200,3300,0.001364256480218281,1929.0,48.367,25.687,42,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,4,ok,0,2200,3300,0.001364256480218281,1906.0,47.175,40.797,39,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,5,ok,0,2200,3300,0.001364256480218281,1922.0,47.259,39.645,43,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,6,ok,0,2200,3300,0.001364256480218281,1924.0,47.534,34.131,41,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,7,ok,0,2200,3300,0.001364256480218281,1921.0,47.518,20.857,35,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,8,ok,0,2200,3300,0.001364256480218281,1908.0,47.426,40.871,43,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,9,ok,0,2200,3300,0.001364256480218281,1908.0,47.402,43.805,48,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2200.txt,10,ok,0,2200,3300,0.001364256480218281,1903.0,48.164,45.404,44,217,215,run_logs\cubic_2200.stdout.txt,run_logs\cubic_2200.stderr.txt
cubic_2300.txt,1,ok,0,2300,3450,0.0013049151805132667,2018.0,49.888,37.454,41,219,217,run_logs\cubic_2300.stdout.txt,run_logs\cubic_2300.stderr.txt
cubic_2300.txt,2,ok,0,2300,3450,0.0013049151805132667,2014.0,49.123,29.316,37,219,217,run_logs\cubic_2300.stdout.txt,run_logs\cubic_2300.stderr.txt
cubic_2300.txt,3,ok,0,2300,3450,0.0013049151805132667,2026.0,48.8,23.484,33,219,217,run_logs\cubic_2300.stdout.txt,run_logs\cubic_2300.stderr.txt
cubic_2300.txt,4,ok,0,2300,3450,0.0013049151805132667,2013.0,50.188,49.256,40,219,217,run_logs\cubic_2300.stdout.txt,run_logs\cubic_2300.stderr.txt
cubic_2300.txt,5,ok,0,2300,3450,0.0013049151805132667,2001.0,49.837,32.678,37,219,217,run_logs\cubic_2300.stdout.txt,run_logs\cubic_2300.stderr.txt
