elapsed_seconds,agent,fitness,global_best,pool_size,is_new_global_best
0.003999949,RVNS,685.000000000,685.000000000,1,1
0.003999949,Tabu Search,667.000000000,667.000000000,2,1
0.006999969,RVNS,686.000000000,667.000000000,3,0
0.006999969,Tabu Search,666.000000000,666.000000000,4,1
0.007999897,RVNS,687.000000000,666.000000000,5,0
0.010999918,Tabu Search,669.000000000,666.000000000,5,0
0.015000105,Tabu Search,668.000000000,666.000000000,5,0
0.029999971,Tabu Search,665.000000000,665.000000000,5,1
0.045000076,Tabu Search,664.000000000,664.000000000,5,1
0.046999931,Tabu Search,663.000000000,663.000000000,5,1
0.979000092,ACO,637.000000000,637.000000000,5,1
1.726000071,HHO,530.000000000,530.000000000,5,1
1.826999903,ACO,628.000000000,530.000000000,5,0
3.229000092,HHO,538.000000000,530.000000000,5,0
3.296999931,ACO,528.000000000,528.000000000,5,1
4.309000015,ACO,535.000000000,528.000000000,5,0
5.239000082,ACO,532.000000000,528.000000000,5,0
5.302999973,HHO,517.000000000,517.000000000,5,1
7.612999916,ACO,534.000000000,517.000000000,5,0
7.993999958,HHO,523.000000000,517.000000000,5,0
9.996000051,ACO,524.000000000,517.000000000,5,0
11.368999958,ACO,527.000000000,517.000000000,5,0
15.069000006,HHO,521.000000000,517.000000000,5,0
19.326999903,ACO,519.000000000,517.000000000,5,0
