elapsed_seconds,agent,fitness,global_best,pool_size,is_new_global_best
0.004999876,Tabu Search,1323.000000000,1323.000000000,1,1
0.004999876,RVNS,1332.000000000,1323.000000000,2,0
0.006000042,Tabu Search,1326.000000000,1323.000000000,3,0
0.007999897,Tabu Search,1324.000000000,1323.000000000,4,0
0.009999990,RVNS,1335.000000000,1323.000000000,5,0
0.012000084,Tabu Search,1325.000000000,1323.000000000,5,0
0.013999939,RVNS,1322.000000000,1322.000000000,5,1
0.016999960,RVNS,1321.000000000,1321.000000000,5,1
0.023000002,Tabu Search,1319.000000000,1319.000000000,5,1
0.023000002,RVNS,1317.000000000,1317.000000000,5,1
0.032000065,RVNS,1320.000000000,1317.000000000,5,0
0.043999910,Tabu Search,1318.000000000,1317.000000000,5,0
1.141999960,ACO,1277.000000000,1277.000000000,5,1
2.016000032,ACO,1266.000000000,1266.000000000,5,1
2.830999851,ACO,1260.000000000,1260.000000000,5,1
2.866999865,HHO,1065.000000000,1065.000000000,5,1
3.648000002,ACO,1258.000000000,1065.000000000,5,0
5.300999880,ACO,1247.000000000,1065.000000000,5,0
5.592999935,HHO,1069.000000000,1065.000000000,5,0
6.093999863,ACO,1249.000000000,1065.000000000,5,0
7.615000010,ACO,1252.000000000,1065.000000000,5,0
8.493000031,ACO,1064.000000000,1064.000000000,5,1
8.585999966,HHO,1070.000000000,1064.000000000,5,0
9.269999981,ACO,1076.000000000,1064.000000000,5,0
11.898000002,HHO,1067.000000000,1064.000000000,5,0
12.487999916,ACO,1057.000000000,1057.000000000,5,1
14.099999905,ACO,1049.000000000,1049.000000000,5,1
17.000000000,ACO,1048.000000000,1048.000000000,5,1
19.512000084,ACO,1062.000000000,1048.000000000,5,0
21.345999956,ACO,1050.000000000,1048.000000000,5,0
22.118999958,ACO,1052.000000000,1048.000000000,5,0
26.865000010,ACO,1039.000000000,1039.000000000,5,1
