elapsed_seconds,agent,fitness,global_best,pool_size,is_new_global_best
0.003999949,RVNS,1212.000000000,1212.000000000,1,1
0.003999949,Tabu Search,1230.000000000,1212.000000000,2,0
0.006999969,Tabu Search,1213.000000000,1212.000000000,3,0
0.006999969,RVNS,1216.000000000,1212.000000000,4,0
0.009000063,RVNS,1215.000000000,1212.000000000,5,0
0.013999939,Tabu Search,1211.000000000,1211.000000000,5,1
0.016000032,RVNS,1209.000000000,1209.000000000,5,1
0.020999908,RVNS,1210.000000000,1209.000000000,5,0
1.391999960,ACO,1172.000000000,1172.000000000,5,1
2.401999950,ACO,1156.000000000,1156.000000000,5,1
3.165999889,HHO,991.000000000,991.000000000,5,1
3.303999901,ACO,1154.000000000,991.000000000,5,0
4.098000050,ACO,1158.000000000,991.000000000,5,0
4.866999865,ACO,972.000000000,972.000000000,5,1
5.750000000,HHO,975.000000000,972.000000000,5,0
6.432999849,ACO,980.000000000,972.000000000,5,0
7.201999903,ACO,973.000000000,972.000000000,5,0
8.083999872,ACO,965.000000000,965.000000000,5,1
8.842000008,ACO,978.000000000,965.000000000,5,0
12.779999971,ACO,968.000000000,965.000000000,5,0
14.381000042,ACO,970.000000000,965.000000000,5,0
14.852999926,HHO,969.000000000,965.000000000,5,0
16.096999884,ACO,966.000000000,965.000000000,5,0
20.164999962,ACO,964.000000000,964.000000000,5,1
22.411999941,ACO,959.000000000,959.000000000,5,1
25.575999975,ACO,967.000000000,959.000000000,5,0
