elapsed_seconds,agent,fitness,global_best,pool_size,is_new_global_best
0.004000187,RVNS,433.000000000,433.000000000,1,1
0.005000114,Tabu Search,443.000000000,433.000000000,2,0
0.006000042,RVNS,442.000000000,433.000000000,3,0
0.006000042,Tabu Search,434.000000000,433.000000000,4,0
0.009000063,RVNS,444.000000000,433.000000000,5,0
0.012000084,Tabu Search,432.000000000,432.000000000,5,1
0.018000126,RVNS,435.000000000,432.000000000,5,0
0.019999981,Tabu Search,431.000000000,431.000000000,5,1
0.866000175,ACO,415.000000000,415.000000000,5,1
1.171000004,HHO,358.000000000,358.000000000,5,1
1.657999992,ACO,413.000000000,358.000000000,5,0
2.328000069,ACO,409.000000000,358.000000000,5,0
3.009000063,ACO,356.000000000,356.000000000,5,1
3.654000044,HHO,359.000000000,356.000000000,5,0
3.980000019,ACO,354.000000000,354.000000000,5,1
4.943000078,ACO,355.000000000,354.000000000,5,0
8.815000057,ACO,353.000000000,353.000000000,5,1
10.701000214,ACO,346.000000000,346.000000000,5,1
11.584000111,ACO,348.000000000,346.000000000,5,0
